HMDB_ID;Name;Formula;Monoisotopic Molecular Weight (exact_mass);Average Molecular Weight
HMDB58564;CL(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/18:2(9Z,12Z));C85H148O17P2;1503.019176;1504.0219
HMDB58567;CL(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/18:0);C85H148O17P2;1503.019176;1504.0219
HMDB58701;CL(18:2(9Z,12Z)/16:0/18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z));C85H148O17P2;1503.019176;1504.0219
HMDB58702;CL(18:2(9Z,12Z)/16:0/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z));C85H148O17P2;1503.019176;1504.0219
HMDB58708;CL(18:2(9Z,12Z)/16:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z));C85H148O17P2;1503.019176;1504.0219
HMDB58712;CL(18:2(9Z,12Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z));C85H148O17P2;1503.019176;1504.0219
HMDB58766;CL(18:2(9Z,12Z)/18:1(11Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z));C85H148O17P2;1503.019176;1504.0219
HMDB58772;CL(18:2(9Z,12Z)/18:1(11Z)/20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z));C85H148O17P2;1503.019176;1504.0219
HMDB58790;CL(18:2(9Z,12Z)/18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z));C85H148O17P2;1503.019176;1504.0219
HMDB58796;CL(18:2(9Z,12Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z));C85H148O17P2;1503.019176;1504.0219
HMDB58819;CL(18:2(9Z,12Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/18:1(11Z));C85H148O17P2;1503.019176;1504.0219
HMDB58820;CL(18:2(9Z,12Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/18:1(9Z));C85H148O17P2;1503.019176;1504.0219
HMDB58825;CL(18:2(9Z,12Z)/18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z)/16:0);C85H148O17P2;1503.019176;1504.0219
HMDB58835;CL(18:2(9Z,12Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z)/16:0);C85H148O17P2;1503.019176;1504.0219
HMDB58985;CL(20:4(5Z,8Z,11Z,14Z)/18:0/20:4(5Z,8Z,11Z,14Z)/18:1(11Z));C85H148O17P2;1503.019176;1504.0219
HMDB58986;CL(20:4(5Z,8Z,11Z,14Z)/18:0/20:4(5Z,8Z,11Z,14Z)/18:1(9Z));C85H148O17P2;1503.019176;1504.0219
HMDB11781;Ganglioside GD1a (d18:0/18:1(11Z));C85H149N3O39;1835.976822;1837.0893
HMDB11782;Ganglioside GD1a (d18:0/18:1(9Z));C85H149N3O39;1835.976822;1837.0893
HMDB11795;Ganglioside GD1a (d18:1/18:0);C85H149N3O39;1835.976822;1837.0893
HMDB11811;Ganglioside GD1b (d18:0/18:1(11Z));C85H149N3O39;1835.976822;1837.0893
HMDB11812;Ganglioside GD1b (d18:0/18:1(9Z));C85H149N3O39;1835.976822;1837.0893
HMDB11825;Ganglioside GD1b (d18:1/18:0);C85H149N3O39;1835.976822;1837.0893
HMDB12060;Ganglioside GT3 (d18:0/22:1(13Z));C85H150N4O37;1818.997892;1820.1051
HMDB12074;Ganglioside GT3 (d18:1/22:0);C85H150N4O37;1818.997892;1820.1051
HMDB57015;CL(18:0/18:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));C85H150O17P2;1505.034826;1506.0378
HMDB57112;CL(18:0/18:1(11Z)/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C85H150O17P2;1505.034826;1506.0378
HMDB57122;CL(18:0/18:1(11Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C85H150O17P2;1505.034826;1506.0378
HMDB57142;CL(18:0/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z));C85H150O17P2;1505.034826;1506.0378
HMDB57143;CL(18:0/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z));C85H150O17P2;1505.034826;1506.0378
HMDB57164;CL(18:0/18:1(9Z)/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C85H150O17P2;1505.034826;1506.0378
HMDB57174;CL(18:0/18:1(9Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C85H150O17P2;1505.034826;1506.0378
HMDB57194;CL(18:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z));C85H150O17P2;1505.034826;1506.0378
HMDB57195;CL(18:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z));C85H150O17P2;1505.034826;1506.0378
HMDB57219;CL(18:0/18:2(9Z,12Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z));C85H150O17P2;1505.034826;1506.0378
HMDB57224;CL(18:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z));C85H150O17P2;1505.034826;1506.0378
HMDB57237;CL(18:0/20:4(5Z,8Z,11Z,14Z)/18:0/20:4(5Z,8Z,11Z,14Z));C85H150O17P2;1505.034826;1506.0378
HMDB57253;CL(18:0/20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/18:2(9Z,12Z));C85H150O17P2;1505.034826;1506.0378
HMDB57256;CL(18:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/18:0);C85H150O17P2;1505.034826;1506.0378
HMDB57378;CL(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/18:1(11Z));C85H150O17P2;1505.034826;1506.0378
HMDB57379;CL(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/18:1(9Z));C85H150O17P2;1505.034826;1506.0378
HMDB57382;CL(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/18:1(11Z));C85H150O17P2;1505.034826;1506.0378
HMDB57383;CL(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/18:1(9Z));C85H150O17P2;1505.034826;1506.0378
HMDB57898;CL(18:1(11Z)/18:0/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C85H150O17P2;1505.034826;1506.0378
HMDB57908;CL(18:1(11Z)/18:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C85H150O17P2;1505.034826;1506.0378
HMDB57928;CL(18:1(11Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z));C85H150O17P2;1505.034826;1506.0378
HMDB57929;CL(18:1(11Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z));C85H150O17P2;1505.034826;1506.0378
HMDB57973;CL(18:1(11Z)/18:1(11Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z));C85H150O17P2;1505.034826;1506.0378
HMDB57974;CL(18:1(11Z)/18:1(11Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z));C85H150O17P2;1505.034826;1506.0378
HMDB57983;CL(18:1(11Z)/18:1(11Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));C85H150O17P2;1505.034826;1506.0378
HMDB57984;CL(18:1(11Z)/18:1(11Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));C85H150O17P2;1505.034826;1506.0378
HMDB58009;CL(18:1(11Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z));C85H150O17P2;1505.034826;1506.0378
HMDB58010;CL(18:1(11Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z));C85H150O17P2;1505.034826;1506.0378
HMDB58019;CL(18:1(11Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z));C85H150O17P2;1505.034826;1506.0378
HMDB58020;CL(18:1(11Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z));C85H150O17P2;1505.034826;1506.0378
HMDB58027;CL(18:1(11Z)/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0);C85H150O17P2;1505.034826;1506.0378
HMDB58039;CL(18:1(11Z)/18:1(9Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z));C85H150O17P2;1505.034826;1506.0378
HMDB58040;CL(18:1(11Z)/18:1(9Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z));C85H150O17P2;1505.034826;1506.0378
HMDB58049;CL(18:1(11Z)/18:1(9Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));C85H150O17P2;1505.034826;1506.0378
HMDB58050;CL(18:1(11Z)/18:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));C85H150O17P2;1505.034826;1506.0378
HMDB58075;CL(18:1(11Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z));C85H150O17P2;1505.034826;1506.0378
HMDB58076;CL(18:1(11Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z));C85H150O17P2;1505.034826;1506.0378
HMDB58085;CL(18:1(11Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z));C85H150O17P2;1505.034826;1506.0378
HMDB58086;CL(18:1(11Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z));C85H150O17P2;1505.034826;1506.0378
HMDB58093;CL(18:1(11Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0);C85H150O17P2;1505.034826;1506.0378
HMDB58193;CL(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/18:1(11Z));C85H150O17P2;1505.034826;1506.0378
HMDB58194;CL(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/18:1(9Z));C85H150O17P2;1505.034826;1506.0378
HMDB58240;CL(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/18:1(11Z));C85H150O17P2;1505.034826;1506.0378
HMDB58241;CL(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/18:1(9Z));C85H150O17P2;1505.034826;1506.0378
HMDB58284;CL(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/18:0);C85H150O17P2;1505.034826;1506.0378
HMDB58361;CL(18:1(9Z)/18:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C85H150O17P2;1505.034826;1506.0378
HMDB58381;CL(18:1(9Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z));C85H150O17P2;1505.034826;1506.0378
HMDB58382;CL(18:1(9Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z));C85H150O17P2;1505.034826;1506.0378
HMDB58418;CL(18:1(9Z)/18:1(11Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));C85H150O17P2;1505.034826;1506.0378
HMDB58419;CL(18:1(9Z)/18:1(11Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));C85H150O17P2;1505.034826;1506.0378
HMDB58444;CL(18:1(9Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z));C85H150O17P2;1505.034826;1506.0378
HMDB58445;CL(18:1(9Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z));C85H150O17P2;1505.034826;1506.0378
HMDB58454;CL(18:1(9Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z));C85H150O17P2;1505.034826;1506.0378
HMDB58455;CL(18:1(9Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z));C85H150O17P2;1505.034826;1506.0378
HMDB58462;CL(18:1(9Z)/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0);C85H150O17P2;1505.034826;1506.0378
HMDB58472;CL(18:1(9Z)/18:1(9Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));C85H150O17P2;1505.034826;1506.0378
HMDB58473;CL(18:1(9Z)/18:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));C85H150O17P2;1505.034826;1506.0378
HMDB58498;CL(18:1(9Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z));C85H150O17P2;1505.034826;1506.0378
HMDB58499;CL(18:1(9Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z));C85H150O17P2;1505.034826;1506.0378
HMDB58508;CL(18:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z));C85H150O17P2;1505.034826;1506.0378
HMDB58509;CL(18:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z));C85H150O17P2;1505.034826;1506.0378
HMDB58516;CL(18:1(9Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0);C85H150O17P2;1505.034826;1506.0378
HMDB58723;CL(18:2(9Z,12Z)/18:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z));C85H150O17P2;1505.034826;1506.0378
HMDB58728;CL(18:2(9Z,12Z)/18:0/20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z));C85H150O17P2;1505.034826;1506.0378
HMDB58817;CL(18:2(9Z,12Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/18:0);C85H150O17P2;1505.034826;1506.0378
HMDB58983;CL(20:4(5Z,8Z,11Z,14Z)/18:0/20:4(5Z,8Z,11Z,14Z)/18:0);C85H150O17P2;1505.034826;1506.0378
HMDB11848;Ganglioside GD2 (d18:0/24:1(15Z));C85H151N3O34;1758.017899;1759.1081
HMDB11780;Ganglioside GD1a (d18:0/18:0);C85H151N3O39;1837.992472;1839.1051
HMDB11810;Ganglioside GD1b (d18:0/18:0);C85H151N3O39;1837.992472;1839.1051
HMDB04934;Ganglioside GD2 (d18:1/25:0);C85H152N4O34;1773.028798;1774.1228
HMDB12059;Ganglioside GT3 (d18:0/22:0);C85H152N4O37;1821.013542;1822.121
HMDB56988;CL(18:0/18:0/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C85H152O17P2;1507.050476;1508.0537
HMDB56998;CL(18:0/18:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C85H152O17P2;1507.050476;1508.0537
HMDB57042;CL(18:0/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z));C85H152O17P2;1507.050476;1508.0537
HMDB57043;CL(18:0/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z));C85H152O17P2;1507.050476;1508.0537
HMDB57098;CL(18:0/18:1(11Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C85H152O17P2;1507.050476;1508.0537
HMDB57110;CL(18:0/18:1(11Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z));C85H152O17P2;1507.050476;1508.0537
HMDB57111;CL(18:0/18:1(11Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z));C85H152O17P2;1507.050476;1508.0537
HMDB57120;CL(18:0/18:1(11Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));C85H152O17P2;1507.050476;1508.0537
HMDB57121;CL(18:0/18:1(11Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));C85H152O17P2;1507.050476;1508.0537
HMDB57132;CL(18:0/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z));C85H152O17P2;1507.050476;1508.0537
HMDB57133;CL(18:0/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z));C85H152O17P2;1507.050476;1508.0537
HMDB57137;CL(18:0/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z));C85H152O17P2;1507.050476;1508.0537
HMDB57138;CL(18:0/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z));C85H152O17P2;1507.050476;1508.0537
HMDB57141;CL(18:0/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0);C85H152O17P2;1507.050476;1508.0537
HMDB57150;CL(18:0/18:1(9Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C85H152O17P2;1507.050476;1508.0537
HMDB57162;CL(18:0/18:1(9Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z));C85H152O17P2;1507.050476;1508.0537
HMDB57163;CL(18:0/18:1(9Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z));C85H152O17P2;1507.050476;1508.0537
HMDB57172;CL(18:0/18:1(9Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));C85H152O17P2;1507.050476;1508.0537
HMDB57173;CL(18:0/18:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));C85H152O17P2;1507.050476;1508.0537
HMDB57184;CL(18:0/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z));C85H152O17P2;1507.050476;1508.0537
HMDB57185;CL(18:0/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z));C85H152O17P2;1507.050476;1508.0537
HMDB57189;CL(18:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z));C85H152O17P2;1507.050476;1508.0537
HMDB57190;CL(18:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z));C85H152O17P2;1507.050476;1508.0537
HMDB57193;CL(18:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0);C85H152O17P2;1507.050476;1508.0537
HMDB57284;CL(18:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z)/18:1(11Z));C85H152O17P2;1507.050476;1508.0537
HMDB57285;CL(18:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z)/18:1(9Z));C85H152O17P2;1507.050476;1508.0537
HMDB57289;CL(18:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/18:1(11Z));C85H152O17P2;1507.050476;1508.0537
HMDB57290;CL(18:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/18:1(9Z));C85H152O17P2;1507.050476;1508.0537
HMDB57332;CL(18:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/18:1(11Z));C85H152O17P2;1507.050476;1508.0537
HMDB57333;CL(18:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/18:1(9Z));C85H152O17P2;1507.050476;1508.0537
HMDB57337;CL(18:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/18:1(11Z));C85H152O17P2;1507.050476;1508.0537
HMDB57338;CL(18:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/18:1(9Z));C85H152O17P2;1507.050476;1508.0537
HMDB57377;CL(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/18:0);C85H152O17P2;1507.050476;1508.0537
HMDB57381;CL(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/18:0);C85H152O17P2;1507.050476;1508.0537
HMDB57896;CL(18:1(11Z)/18:0/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z));C85H152O17P2;1507.050476;1508.0537
HMDB57897;CL(18:1(11Z)/18:0/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z));C85H152O17P2;1507.050476;1508.0537
HMDB57906;CL(18:1(11Z)/18:0/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));C85H152O17P2;1507.050476;1508.0537
HMDB57907;CL(18:1(11Z)/18:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));C85H152O17P2;1507.050476;1508.0537
HMDB57918;CL(18:1(11Z)/18:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z));C85H152O17P2;1507.050476;1508.0537
HMDB57919;CL(18:1(11Z)/18:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z));C85H152O17P2;1507.050476;1508.0537
HMDB57923;CL(18:1(11Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z));C85H152O17P2;1507.050476;1508.0537
HMDB57924;CL(18:1(11Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z));C85H152O17P2;1507.050476;1508.0537
HMDB57927;CL(18:1(11Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0);C85H152O17P2;1507.050476;1508.0537
HMDB58007;CL(18:1(11Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:0);C85H152O17P2;1507.050476;1508.0537
HMDB58017;CL(18:1(11Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:0);C85H152O17P2;1507.050476;1508.0537
HMDB58073;CL(18:1(11Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:0);C85H152O17P2;1507.050476;1508.0537
HMDB58083;CL(18:1(11Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:0);C85H152O17P2;1507.050476;1508.0537
HMDB58191;CL(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/18:0);C85H152O17P2;1507.050476;1508.0537
HMDB58238;CL(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/18:0);C85H152O17P2;1507.050476;1508.0537
HMDB58359;CL(18:1(9Z)/18:0/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));C85H152O17P2;1507.050476;1508.0537
HMDB58360;CL(18:1(9Z)/18:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));C85H152O17P2;1507.050476;1508.0537
HMDB58371;CL(18:1(9Z)/18:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z));C85H152O17P2;1507.050476;1508.0537
HMDB58372;CL(18:1(9Z)/18:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z));C85H152O17P2;1507.050476;1508.0537
HMDB58376;CL(18:1(9Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z));C85H152O17P2;1507.050476;1508.0537
HMDB58377;CL(18:1(9Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z));C85H152O17P2;1507.050476;1508.0537
HMDB58380;CL(18:1(9Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0);C85H152O17P2;1507.050476;1508.0537
HMDB58442;CL(18:1(9Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:0);C85H152O17P2;1507.050476;1508.0537
HMDB58452;CL(18:1(9Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:0);C85H152O17P2;1507.050476;1508.0537
HMDB58496;CL(18:1(9Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:0);C85H152O17P2;1507.050476;1508.0537
HMDB58506;CL(18:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:0);C85H152O17P2;1507.050476;1508.0537
HMDB11847;Ganglioside GD2 (d18:0/24:0);C85H153N3O34;1760.033549;1761.124
HMDB56968;CL(18:0/18:0/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C85H154O17P2;1509.066127;1510.0696
HMDB56986;CL(18:0/18:0/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z));C85H154O17P2;1509.066127;1510.0696
HMDB56987;CL(18:0/18:0/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z));C85H154O17P2;1509.066127;1510.0696
HMDB56996;CL(18:0/18:0/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));C85H154O17P2;1509.066127;1510.0696
HMDB56997;CL(18:0/18:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));C85H154O17P2;1509.066127;1510.0696
HMDB57022;CL(18:0/18:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z));C85H154O17P2;1509.066127;1510.0696
HMDB57023;CL(18:0/18:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z));C85H154O17P2;1509.066127;1510.0696
HMDB57032;CL(18:0/18:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z));C85H154O17P2;1509.066127;1510.0696
HMDB57033;CL(18:0/18:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z));C85H154O17P2;1509.066127;1510.0696
HMDB57040;CL(18:0/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0);C85H154O17P2;1509.066127;1510.0696
HMDB57096;CL(18:0/18:1(11Z)/18:0/22:5(4Z,7Z,10Z,13Z,16Z));C85H154O17P2;1509.066127;1510.0696
HMDB57097;CL(18:0/18:1(11Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z));C85H154O17P2;1509.066127;1510.0696
HMDB57131;CL(18:0/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:0);C85H154O17P2;1509.066127;1510.0696
HMDB57136;CL(18:0/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:0);C85H154O17P2;1509.066127;1510.0696
HMDB57148;CL(18:0/18:1(9Z)/18:0/22:5(4Z,7Z,10Z,13Z,16Z));C85H154O17P2;1509.066127;1510.0696
HMDB57149;CL(18:0/18:1(9Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z));C85H154O17P2;1509.066127;1510.0696
HMDB57183;CL(18:0/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:0);C85H154O17P2;1509.066127;1510.0696
HMDB57188;CL(18:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:0);C85H154O17P2;1509.066127;1510.0696
HMDB57283;CL(18:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z)/18:0);C85H154O17P2;1509.066127;1510.0696
HMDB57288;CL(18:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/18:0);C85H154O17P2;1509.066127;1510.0696
HMDB57331;CL(18:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/18:0);C85H154O17P2;1509.066127;1510.0696
HMDB57336;CL(18:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/18:0);C85H154O17P2;1509.066127;1510.0696
HMDB57917;CL(18:1(11Z)/18:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:0);C85H154O17P2;1509.066127;1510.0696
HMDB57922;CL(18:1(11Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:0);C85H154O17P2;1509.066127;1510.0696
HMDB58370;CL(18:1(9Z)/18:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:0);C85H154O17P2;1509.066127;1510.0696
HMDB58375;CL(18:1(9Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:0);C85H154O17P2;1509.066127;1510.0696
